time,date,Source,News_Headlines
8.52 am,2016-11-18,Moneycontrol.com,"Tata Consultancy Services' EGM on December 13, 2016"
8.22 pm,2016-11-19,PTI,Mistry removed as Tata Sons lost confidence in him: Ratan Tata
2.56 pm,2016-11-20,PTI,Negative returns in Tata Steel Europe a risk to group: Mistry
11.36 am,2016-11-21,PTI,Tata boardroom tussle not to impact group cos' ratings: Moody's
12.41 pm,2016-11-22,CNBC-TV18,"Buy TCS, BEML, Bharat Financial; sell Sun TV: Sudarshan Sukhani"
1.11 pm,2016-11-23,CNBC-TV18,"Buy Reliance Industries, TCS, Maruti Suzuki: Sudarshan Sukhani"
4.33 pm,2016-11-24,CNBC-TV18,"Buy RIL, overweight on TCS, HCL Tech, Mindtree: Sanjiv Bhasin"
4.31 pm,2016-11-25,CNBC-TV18,"Bullish on SBI, Maruti, UltraTech, Hindalco, TCS: Sanjiv Bhasin"
1.34 pm,2016-11-26,CNBC-TV18,"Buy Reliance Industries, Infosys, Engineers India: Sukhani"
10.59 am,2016-11-27,Moneycontrol.com,"As India braces for Trump in 2017, some signals to watch out for"
9.13 am,2016-11-28,CNBC-TV18,"Buy TCS, IGL, Asian Paints; sell M&M; Financial, Cummins: Sukhani"
12.28 pm,2016-11-29,CNBC-TV18,"Sell Auro Pharma, REC, Vedanta, HDIL; buy Dabur, TCS: Gujral"
9.43 am,2016-11-30,CNBC-TV18,"Sell SBI, PNB, Amara Raja; buy Infosys, TCS: Ashwani Gujral"
4.09 pm,2016-12-01,CNBC-TV18,"Prefer TCS, Infosys, Tech Mahindra, Hexaware: Dilip Bhat"
2.32 pm,2016-12-02,CNBC-TV18,"Sell Ceat, M&M; Financial Services; buy TCS: Ashwani Gujral"
9.56 am,2016-12-03,CNBC-TV18,"Buy TCS, Siemens, Reliance Infra; sell Sun Pharma: Sukhani"
3.10 pm,2016-12-04,PTI,"Six of top 10 cos take Rs 38,221cr hit in mcap;CIL loses most"
7.38 pm,2016-12-05,PTI,"Led by Tata Motors, MFs hike holdings in Tata cos in Nov"
10.00 am,2016-12-06,CNBC-TV18,"Buy TCS, Granules India; sell Sun Pharma, Dr Reddy's: Thacker"
7.52 am,2016-12-07,PTI,Mistry claims 78% retail investors opposed his removal
6.10 pm,2016-12-08,PTI,"Tata Tele 'unanimously' removes Mistry as Chairman, Director"
6.00 pm,2016-12-09,Moneycontrol.com,COMMENT: TCS voting pattern suggests tougher days ahead for Tata Sons
11.19 am,2016-12-10,CNBC-TV18,Voting pattern of TCS reflects conversation on Street: IIAS
9.16 am,2016-12-11,CNBC-TV18,Here are a few investment ideas from SP Tulsian
9.17 am,2016-12-12,CNBC-TV18,Here are Mayuresh Joshi's top trading bets
6.19 pm,2016-12-13,Moneycontrol.com,TCS Q3 PAT may dip 5.1% to Rs 6252.3 cr: Motilal Oswal
3.14 pm,2016-12-14,CNBC-TV18,"TCS Q3 net seen down 1.5%, currency headwind may impact revenue"
1.53 pm,2016-12-15,Moneycontrol.com,Boosters: 10 stocks that Deutsche Bank is bullish on for 2017
10.02 am,2016-12-16,Moneycontrol.com,"Buy, sell, hold: 21 large & midcap stocks to boost portfolio"
9.28 am,2016-12-17,CNBC-TV18,Here are Sanjiv Bhasin's top trading ideas
12.00 am,2016-12-18,Moneycontrol.com,Why H1B visa reform Bill spells bad news for Indian IT cos
10.05 pm,2016-12-19,Moneycontrol.com,"TCS Q3 results on Jan 12, 2017"
10.00 am,2016-12-20,CNBC-TV18,"Buy TCS, L&T; Finance, IRB Infra; sell Vedanta: Sudarshan Sukhani"
11.31 am,2016-12-21,Moneycontrol.com,"TCS slips 4% despite steady Q3, analysts wary of Chandra exit"
9.21 am,2016-12-22,CNBC-TV18,No negative surprises from TCS; prefer Infy over it: Edelweiss
9.00 am,2016-12-23,Moneycontrol.com,"Buy, sell, hold: 12 stocks to watch out as earnings start"
8.52 am,2016-12-24,CNBC-TV18,"Can Chandra take tough decisions for Tatas, asks Quantum's Dutt"
7.52 am,2016-12-25,PTI,My successors will take TCS to greater heights: Chandrasekaran
10.14 pm,2016-12-26,Moneycontrol.com,Why Tata's Chandrasekaran choice is a safe bet (COMMENT)
9.59 pm,2016-12-27,Moneycontrol.com,Tata Group should have appointed an outsider as Chairman: Pai
9.35 pm,2016-12-28,Moneycontrol.com,How Tata Consultancy Services fared on N Chandrasekaran's watch
9.02 pm,2016-12-29,Moneycontrol.com,TCS board declares third interim dividend
8.50 pm,2016-12-30,PTI,Tata Group at an inflection point: Chandrasekaran
7.37 pm,2016-12-31,Moneycontrol.com,TCS' Chandrasekaran is Tata Sons Chairman: A brief profile
7.19 pm,2017-01-01,CNBC-TV18,India Inc hails Chandrasekaran's elevation as Tata Sons Chairman
7.08 pm,2017-01-02,CNBC-TV18,Natarajan Chandrasekaran appointed Tata Sons Chairman
6.23 pm,2017-01-03,Moneycontrol.com,Rajesh Gopinathan's journey to the top at TCS
5.06 pm,2017-01-04,CNBC-TV18,Infosys top pick: Neeraj Deewan
4.54 pm,2017-01-05,CNBC-TV18,"TCS Q3 performance in-line, estimates may not be tweaked: Pros"
4.34 pm,2017-01-06,Moneycontrol.com,TCS Q3 PAT may dip 2% to Rs 6463.2 cr: KR Choksey
3.38 pm,2017-01-07,Moneycontrol.com,"TCS Q3 profit rises 3%, revenue & margin in line; attrition dips"
3.27 pm,2017-01-08,CNBC-TV18,"Stay invested in TCS, says Sandeep Wagle"
10.37 am,2017-01-09,CNBC-TV18,IT bottoming out; likely curbs on H1B visa weigh:IDFC Securities
8.58 am,2017-01-10,CNBC-TV18,HCL Tech's Q3 show slightly better than peers: Experts
11.04 am,2017-01-11,CNBC-TV18,"Sell Maruti, Lupin, TCS; buy ONGC: Yogesh Mehta"
3.48 pm,2017-01-12,Moneycontrol.com,Hold TCS; target of Rs 2254: Axis Direct
10.50 am,2017-01-13,Moneycontrol.com,Mistry spat not only reason for loss in Tata group mcap: SES
7.26 pm,2017-01-14,CNBC-TV18,"See strong organic growth, no dependence on buys:TCS' Gopinathan"
4.18 pm,2017-01-15,Moneycontrol.com,Hold TCS; target of Rs 2432: Arihant Capital
4.11 pm,2017-01-16,Moneycontrol.com,Accumulate TCS; target of Rs 2600: Prabhudas Lilladher
4.00 pm,2017-01-17,Moneycontrol.com,Accumulate TCS; target of Rs 2490: KR Choksey
3.54 pm,2017-01-18,Moneycontrol.com,Hold TCS; target of Rs 2475: Edelweiss
3.37 pm,2017-01-19,Moneycontrol.com,Hold TCS; target of Rs 2465: ICICI Direct
11.14 am,2017-01-20,Moneycontrol.com,Tata Sons looks to expand hold over group firms
3.53 pm,2017-01-21,Reuters,"As its boss moves to Tata HQ, investors fret over TCS future"
12.48 pm,2017-01-22,PTI,Hope Chandrasekaran will restore Tata Group values: India Inc
9.30 am,2017-01-23,PTI,Will continue my association with TCS: Chandra to employees
4.10 pm,2017-01-24,CNBC-TV18,"See 15% upside in TCS, Infosys: Sanjiv Bhasin"
2.23 pm,2017-01-25,CNBC-TV18,"IT to remain muted in Q4, bottom out thereafter: Nasscom chief"
1.39 pm,2017-01-26,CNBC-TV18,"Buy GAIL India, Balmer Lawrie, Balrampur Chini: Ashwani Gujral"
12.34 pm,2017-01-27,PTI,Chandra's rise at Tata Group spells IT sector importance: Sikka
12.01 pm,2017-01-28,CNBC-TV18,"Positive results from TCS, could drive rerating: Deven Choksey"
11.51 am,2017-01-29,CNBC-TV18,"As new TCS chief, Gopinathan hopes to come up with new ideas"
8.15 am,2017-01-30,Moneycontrol.com,TCS board to consider buyback on February 20
9.46 pm,2017-01-31,CNBC-TV18,EXCLUSIVE: Here's why N Chandrasekaran is bullish about TCS and IT sector
9.39 am,2017-02-01,CNBC-TV18,"Buy Eicher Motors, Hero Moto, L&T;, Axis Bank, Hexaware: Sukhani"
7.10 pm,2017-02-02,PTI,TCS recognised again as Top UK Employer
7.10 pm,2017-02-03,PTI,Tata Power appoints N Chandrasekaran as Chairman
9.44 am,2017-02-04,PTI,"Eight Tata companies to display defence, aerospace expertise"
7.42 am,2017-02-05,PTI,US firm Travelport ropes in TCS as technology partner
10.10 pm,2017-02-06,CNBC-TV18,GSK says its eyeing more collaborations for expansion
3.13 pm,2017-02-07,CNBC-TV18,"Sell Havells, Bajaj Finance; buy TCS: Rajat Bose"
10.00 pm,2017-02-08,PTI,"Cognizant Q4 net dips 1.8%; okays $3.4bn in buybacks,dividends"
9.54 pm,2017-02-09,PTI,N Chandrasekaran elected as Chairman of Tata Steel Board
12.02 pm,2017-02-10,Moneycontrol.com,Trouble in IT: TechM halts appraisal for senior level employees
7.54 am,2017-02-11,Reuters,Indian IT firms to meet Trump officials on visa reform concerns
9.31 am,2017-02-12,CNBC-TV18,"Buy RCF, Can Fin Homes, NBCC, Bharat Financial: Ashwani Gujral "
2.50 pm,2017-02-13,Moneycontrol.com,"H-1B visa issue: TCS, Infosys stare at $2.7-bn cost increase"
2.41 pm,2017-02-14,CNBC-TV18,"Buy Bajaj Finserv; sell TCS, Tech Mahindra: Ashwani Gujral"
10.52 am,2017-02-15,CNBC-TV18,Here are a few stock ideas from Rajen Shah
9.52 am,2017-02-16,Moneycontrol.com,Trump targets work visas: Here's what it means for Indian IT cos
9.30 am,2017-02-17,CNBC-TV18,"Avoid Infosys, says Sudarshan Sukhani"
5.58 pm,2017-02-18,PTI,"TCS, Gfi Informatique unveil smart city solution in France"
4.57 pm,2017-02-19,CNBC-TV18,Tulsian tells: Why private banks could see consolidation soon
3.33 pm,2017-02-20,Moneycontrol.com,TCS approves buyback of equity shares
3.33 pm,2017-02-21,Moneycontrol.com,TCS board approves buyback of up to 5.6 cr shares at Rs 2850/sh
2.14 pm,2017-02-22,PTI,Chandra to take over Tata Group reins today; 'big job' ahead
12.08 pm,2017-02-23,CNBC-TV18,"Buy Jindal Steel & Power, HCC, Lloyd Electric: Ashwani Gujral"
11.42 am,2017-02-24,CNBC-TV18,"Buy Idea Cellular on dips, short Sun TV: Ashwani Gujral"
10.04 am,2017-02-25,CNBC-TV18,TCS buyback on Board agenda today. Here is what to expect
11.12 am,2017-02-26,PTI,"Top seven cos add Rs 48,519 cr in m-cap"
1.49 pm,2017-02-27,Reuters,"Indian IT industry faces twin challenges of Trump, automation"
12.30 pm,2017-02-28,CNBC-TV18,"Sell Bharti Infratel, TCS; buy Dishman Pharma: Ashwani Gujral"
11.17 am,2017-03-01,CNBC-TV18,"Wipro can climb to Rs 490, by Cadila Healthcare on dips: Gaba"
6.46 pm,2017-03-02,Moneycontrol.com,COMMENT: Do share buybacks of IT companies endorse mediocrity?
3.45 pm,2017-03-03,Moneycontrol.com,"Slowdown in IT? Don't fret, say Mukesh Ambani and TCS' Chandra"
3.24 pm,2017-03-04,CNBC-TV18,"Buy Bajaj Finance, Tata Consultancy Services: Mitessh Thakkar"
2.21 pm,2017-03-05,CNBC-TV18,"After TCS, Infosys says buyback to happen at 'appropriate time'"
12.00 pm,2017-03-06,CNBC-TV18,Prefer SBI over Bank of Baroda; short ITC: Ashwani Gujral
10.54 am,2017-03-07,Moneycontrol.com,TCS to consider buyback of equity shares
9.54 am,2017-03-08,CNBC-TV18,"Buy Hexaware Technologies 210 Call, says VK Sharma"
9.28 am,2017-03-09,CNBC-TV18,TCS share buyback will put pressure on other IT firms: Analysts
9.12 am,2017-03-10,CNBC-TV18,Here are few stock trading ideas by Mayuresh Joshi
5.14 pm,2017-03-11,PTI,Ramadorai: Chandra best to head Tatas as he leads from the
11.24 am,2017-03-12,CNBC-TV18,"Buy Bajaj Finance, LIC Housing Finance; sell Arvind: Gujral"
9.12 am,2017-03-13,PTI,"88 listed cos can pay dividends totalling Rs 27,600 cr: Report"
9.09 am,2017-03-14,Moneycontrol.com,N Chandrasekaran may onboard Tata insiders to spruce up ops
6.24 pm,2017-03-15,CNBC-TV18,Tulsian tells: Why he is bullish on south based cement stocks
4.00 pm,2017-03-16,Moneycontrol.com,JC Penney may cut outsourcing to India; plans insourcing instead
1.52 pm,2017-03-17,Moneycontrol.com,Hold Tata Consultancy Services; target of Rs 2475: Edelweiss
1.52 pm,2017-03-18,PTI,"TCS to remain net cash positive despite Rs16,000 cr buyback: S&P;"
1.47 pm,2017-03-19,Moneycontrol.com,Hold Tata Consultancy Services; target of Rs 2465: ICICI Direct
9.13 am,2017-03-20,Moneycontrol.com,"EXCLUSIVE: After TCS, HCL Tech could eye share buyback"
8.35 pm,2017-03-21,CNBC-TV18,Man with the midas touch: See how India Inc views N Chandra
5.13 pm,2017-03-22,Moneycontrol.com,N Chandrasekaran takes Tata corner office: His top 3 priorities
12.02 pm,2017-03-23,PTI,"Tatas will lead, not follow: N Chandrasekaran"
11.38 am,2017-03-24,PTI,"Will sustain TCS' growth momentum, says CEO Rajesh Gopinathan"
10.27 am,2017-03-25,Moneycontrol.com,TCS buyback: Analysts hail move but see limited upside to stock
9.54 am,2017-03-26,Moneycontrol.com,"Buy, sell, hold: 6 stocks likely to see lot of action today"
9.48 am,2017-03-27,CNBC-TV18,"Buy Escorts, Biocon, Vedanta, Natco Pharma: Ashwani Gujral"
9.30 pm,2017-03-28,Moneycontrol.com,TCS: Outcome of board meeting
7.38 pm,2017-03-29,PTI,TCS names V Ramakrishnan as CFO
6.55 pm,2017-03-30,Moneycontrol.com,FYI: Here's why TCS is buying back shares
3.15 pm,2017-03-31,CNBC,Donald Trump's visa threat doesn't scare leading Indian IT firm
11.32 am,2017-04-01,CNBC-TV18,"Enter Reliance Industries at around Rs 1230, says Ashwani Gujral"
2.22 pm,2017-04-02,Moneycontrol.com,"After TCS, Mindtree mulls share buyback"
10.04 am,2017-04-03,Moneycontrol.com,"Buy, sell, hold: 8 stocks that analysts are watching out"
9.14 am,2017-04-04,CNBC-TV18,"Buy Colgate, TCS, Bajaj Finance; sell Amara Raja: Sukhani"
10.05 am,2017-04-05,CNBC-TV18,Here are some top trading ideas by Sanjiv Bhasin
11.44 am,2017-04-06,PTI,"RIL hits home run! Top 4 cos' m-cap swells by Rs 35,876 crore"
9.34 am,2017-04-07,Moneycontrol.com,Employees launch petition against 3-month exit notice in IT cos
9.16 pm,2017-04-08,PTI,"Promoters to participate in TCS' Rs 16,000-cr buyback offer"
12.24 pm,2017-04-09,CNBC-TV18,"Now, Wipro mulls share buyback, plans using 25-30% of cash: Srcs"
10.00 am,2017-04-10,Moneycontrol.com,"Buy, sell, hold: 19 stocks that analysts are watching out today"
3.45 pm,2017-04-11,CNBC-TV18,Hold Infosys for long term: Gaurang Shah
10.25 am,2017-04-12,CNBC-TV18,Here are Sanjiv Bhasin's top trading ideas
9.35 am,2017-04-13,CNBC-TV18,"Sell SBI, Pidilite, Dr Reddy's; buy TCS, Divis Labs: Sukhani "
12.52 pm,2017-04-14,PTI,"Eight of top 10 cos add Rs 66,708 cr in m-cap; RIL shines"
1.22 pm,2017-04-15,Moneycontrol.com,"Infosys to tweak Articles, likely to announce share buyback soon"
1.20 pm,2017-04-16,PTI,TCS for 'level playing field' amid US visa overhaul
9.24 pm,2017-04-17,PTI,Infosys seeks shareholder nod to amend Articles of Association
7.32 pm,2017-04-18,Moneycontrol.com,Infosys may announce $2.5 bn share buyback in April
5.14 pm,2017-04-19,PTI,TCS to articulate capital allocation policy in next few months
12.20 pm,2017-04-20,Moneycontrol.com,Explainer: What are buybacks and can they dictate near-term stock price movements?
9.37 am,2017-04-21,Moneycontrol.com,TCS' positive commentary masks a poor show
9.00 am,2017-04-22,CNBC-TV18,Investment in geographies paying off handsomely; positive outlook for FY18: TCS
7.12 pm,2017-04-23,CNBC-TV18,"To focus on agile, automation & cloud; BFSI to bounce back: TCS"
6.40 pm,2017-04-24,CNBC-TV18,Room to bring down attrition; increase in $100 mn clients positive: Experts
6.04 pm,2017-04-25,Moneycontrol.com,TCS net profit up 4.2% YoY; Top eight takeaways from Q4 results
5.08 pm,2017-04-26,Moneycontrol.com,"TCS Q4 profit down 2.5%, subdued BFSI and retail growth drags revenue 0.3% QoQ"
3.51 pm,2017-04-27,CNBC-TV18,"Stay invested in TCS, says Sharmila Joshi"
1.15 pm,2017-04-28,PTI,TCS unperturbed by possible changes to H1-B visa regime: CEO
9.14 am,2017-04-29,Moneycontrol.com,TCS gave negative returns 3 out of 4 times post quarterly results. How to trade ahead of Q4?
5.21 pm,2017-04-30,PTI,"TCS shareholders approve Rs 16,000 cr share buyback"
1.50 pm,2017-05-01,CNBC-TV18,"TCS Q4 profit seen down 2%, dollar revenue may rise 2%; 5 factors to watch out"
10.21 am,2017-05-02,CNBC-TV18,"Buy Tata Consultancy Services 2300 Put, Hindalco Industries 180 Put: VK Sharma"
9.56 am,2017-05-03,Moneycontrol.com,Infosys Q4 results - As it happened
9.51 am,2017-05-04,CNBC-TV18,"Infosys Q4 2017 results: Experts welcome dividend policy, but worry on EBIT guidance"
9.40 am,2017-05-05,PTI,Turnbull wants TCS to open innovation lab in Australia
3.43 pm,2017-05-06,PTI,Australian PM Malcolm Turnbull arrives in Mumbai
7.53 am,2017-05-07,CNBC-TV18,"Bull's Eye: Buy TCS, RCF, NBCC, Pidilite, Engineers India, Eveready"
8.32 am,2017-05-08,Moneycontrol.com,10 things to know about H1B visa and its revised rules
11.58 am,2017-05-09,Moneycontrol.com,"3 hot stock picks from Kotak Securities: Gives buy call on TCS, IndiGo & Wockhardt"
3.39 pm,2017-05-10,PTI,South Africa's Mercantile Bank uses TCS' solution
9.43 am,2017-05-11,CNBC-TV18,"Buy TCS, HCL Tech, Kotak Bank, REC; sell Vedanta, Zee Entertainment: Sukhani"
3.05 pm,2017-05-12,Moneycontrol.com,IT industry body turns to Tamil Nadu over 'layoffs' at Cognizant
5.58 pm,2017-05-13,PTI,TCS sets up research lab for drones in US
7.54 am,2017-05-14,Moneycontrol.com,Making money in Nifty might become difficult; 5 stocks which can give up to 13% return
2.32 pm,2017-05-15,CNBC-TV18,US visa probe to include global IT firms; norms to get stricter: Sources
6.48 pm,2017-05-16,PTI,"TCS, Infy accounted for only 8.8% of total H-1B visas: Nasscom"
7.31 am,2017-05-17,PTI,"US accuses TCS, Infosys of violating H-1B visa norms"
4.16 pm,2017-05-18,PTI,"TCS hired 11,500 people in offshore markets in FY17"
11.08 pm,2017-05-19,Moneycontrol.com,"TCS' board meeting held on April 18, 2017"
8.29 pm,2017-05-20,PTI,TCS's Ramanathan Ramanan gets new assignment in Niti Aayog
7.21 pm,2017-05-21,Moneycontrol.com,This week in earnings: Hits that you may have missed
3.14 pm,2017-05-22,Moneycontrol.com,Hold Tata Consultancy Services; target of Rs 2346: Geojit Financial Services
8.45 am,2017-05-23,PTI,TCS partners social organisation for online teaching community
5.19 pm,2017-05-24,Moneycontrol.com,Hold Tata Consultancy Services; target of Rs 2400: ICICI Direct
5.16 pm,2017-05-25,Moneycontrol.com,Accumulate TCS; target of Rs 2583: KR Choksey
5.04 pm,2017-05-26,Moneycontrol.com,Hold TCS; target of Rs 2395: Edelweiss
5.59 pm,2017-05-27,PTI,Aus visa move unlikely to impact Indian IT workers: Nasscom
5.23 pm,2017-05-28,PTI,Nasscom cautions over revamp of lottery system for H-1B visas
2.04 pm,2017-05-29,CNBC-TV18,Experts not bullish on growth for IT cos; see pressure on wages in FY19
10.00 am,2017-05-30,Moneycontrol.com,Thinking where to invest or book profits? Here are top 5 tactical ideas by Morgan Stanley
1.12 pm,2017-05-31,Moneycontrol.com,Trading Bets! These 5 stocks can give up to 10% return in a week
9.03 am,2017-06-01,CNBC-TV18,"Buy, Sell, Hold: 11 stocks are being tracked by analysts today"
10.55 am,2017-06-02,Moneycontrol.com,"Retain buy on TCS but cut FY18-20 earnings estimates on rupee strength, wage hikes: CLSA"
9.57 am,2017-06-03,Moneycontrol.com,The bogey of exits haunts Infosys but has Sikka's currency devalued?
8.40 am,2017-06-04,Moneycontrol.com,Tata Consultancy Services: Outcome of AGM
9.49 am,2017-06-05,Moneycontrol.com,4 hot stock picks from Kotak Securities
4.37 pm,2017-06-06,PTI,"Tata Sons garners Rs 10,300 cr from TCS buyback programme"
9.07 am,2017-06-07,Moneycontrol.com,TCS falls 3% post rating downgrade by Nomura to ?Reduce?
5.44 pm,2017-06-08,CNBC-TV18,Here are SP Tulsian's top trading ideas
2.45 pm,2017-06-09,CNBC-TV18,Top buzzing stocks to trade on June 6
8.45 am,2017-06-10,PTI,'Top Indian IT cos will lead in digital business'
1.48 pm,2017-06-11,CNBC-TV18,"Buy Tata Consultancy Services, Tech Mahindra: Mitessh Thakkar"
10.44 pm,2017-06-12,Moneycontrol.com,"TCS AGM on June 16, 2017"
5.46 pm,2017-06-13,Moneycontrol.com,Accumulate TCS; target of Rs 2833: KR Choksey
11.06 am,2017-06-14,CNBC-TV18,"Buy Tata Consultancy Services; sell Just Dial, Interglobe Aviation: Ashwani Gujral"
9.30 pm,2017-06-15,PTI,Brigade Group deal to lease 3.75 L sq ft office space to TCS
4.39 pm,2017-06-16,PTI,"TCS to commence Rs 16,000 cr buyback from May 18"
12.39 pm,2017-06-17,PTI,Nine of 10 most valued firms add Rs 36K cr to m-cap
3.35 pm,2017-06-18,PTI,Union Minister Ravi Shankar Prasad inaugurates BPS centre set up by TCS
3.36 pm,2017-06-19,CNBC-TV18,"Hold TCS, says Prakash Gaba"
10.43 am,2017-06-20,Moneycontrol.com,3 hot stock picks from Reliance Securities
1.23 pm,2017-06-21,Moneycontrol.com,Tata Group may bring all software companies under TCS
11.43 am,2017-06-22,Moneycontrol.com,"TCS tops list of IT cos with crorepati execs, 91 employees earn over Rs 1 cr in FY17"
4.27 pm,2017-06-23,Moneycontrol.com,Accumulate Tata Consultancy Services Ltd; target of Rs 2675: KRChoksey
4.26 pm,2017-06-24,Moneycontrol.com,Zions Bancorporation goes live on TCS BaNCS Core Banking software
3.43 pm,2017-06-25,Moneycontrol.com,Hold Tata Consultancy Services ; target of Rs 2400: ICICI Direct
3.38 pm,2017-06-26,Moneycontrol.com,Hold Tata Consultancy Services; target of Rs 2315: Edelweiss
3.29 pm,2017-06-27,Moneycontrol.com,Infosys beats TCS on almost all earnings parameters except volume growth
9.36 am,2017-06-28,CNBC-TV18,TCS Q1 numbers disappointed; don't see much reaction on stock: Edelweiss
9.36 am,2017-06-29,CNBC-TV18,"Buy, Sell, Hold: 3 stocks are being tracked by analysts today"
9.00 am,2017-06-30,Moneycontrol.com,TCS Q1FY18 review: Disappointment part of the transformation journey
7.10 pm,2017-07-01,CNBC-TV18,TCS boardroom: Management discuss Q1 performance & the way forward
5.54 pm,2017-07-02,Moneycontrol.com,Top 10 takeaways from TCS Q1 results as net profit below estimate
4.44 pm,2017-07-03,Moneycontrol.com,"TCS Q1 profit sinks 10% to Rs 5,945 cr, margin muted but revenue meets estimates"
12.46 pm,2017-07-04,NEWS18.com,TCS management denies reports of Lucknow operations being shut down
2.34 pm,2017-07-05,CNBC-TV18,"Buy Tata Consultancy Services, Punjab National Bank, Canara Bank: Ashwani Gujral"
2.15 pm,2017-07-06,Moneycontrol.com,Market Week Ahead: 10 factors to keep investors busy as earnings season kicks off
7.57 am,2017-07-07,Moneycontrol.com,Don?t have high hopes from Q1; 10 shining stars which can show over 80% growth in PAT
10.36 pm,2017-07-08,Moneycontrol.com,"TCS' board meeting held on July 13, 2017"
9.07 pm,2017-07-09,Moneycontrol.com,"Excl: How Chandrasekaran is trying to bring consolidation, synergy, and scale in Tata Group"
11.50 am,2017-07-10,PTI,"TCS results, IIP, inflation data to steer market this week"
